,row_index,n_backbone_matches,canon_smiles
95,16916,9,CC(C)NCc1ccc(C[C@H]2C(=O)N[C@H]([C@@H](C)O)C(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)N[C@H]([C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)O)CSSC[C@@H](N)C(=O)N[C@H](CCCCN)C(=O)N[C@H](Cc3ccccc3)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)N2C)cc1
96,16940,7,CC1NC(=O)C(CC(C)(O)CO)NC(=O)C2Cc3c([nH]c4ccccc34)SCC(NC(=O)C(C(C)O)NC1=O)C(=O)N1CC(O)CC1C(=O)NC(C)C(=O)N2
97,17044,9,[H]/N=C(/N)NCCC[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCN/C(N)=N/[H])NC(=O)[C@H](CCCN/C(N)=N/[H])NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN/C(N)=N/[H])NC(=O)CN)C(=O)N[C@@H](CCCN/C(N)=N/[H])C(=O)N[C@@H](CCCN/C(N)=N/[H])C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)NCCC(=O)N[C@H]1CSSC[C@@H](C(=O)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](CCCN/C(N)=N/[H])NC(=O)[C@@H]2CCCN2C(=O)[C@H](CO)NC(=O)[C@H](CCSC)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O
98,17251,9,[H]/N=C(\N)NCCC[C@@H]1NC(=O)[C@@H](Cc2cnc[nH]2)NC(=O)[C@H](C)NC(=O)CNC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc2ccc(C(=O)c3ccccc3)cc2)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(C)=O)[C@@H](C)CC)CSSC[C@@H](C(=O)N[C@H](C(N)=O)[C@@H](C)O)NC1=O
99,17373,8,C[C@@H](O)[C@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]([C@@H](C)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](N)CSSC[C@@H](C(=O)O)NC(=O)[C@H](CO)NC1=O
100,17970,10,[H]/N=C(\N)NCCC[C@H]1NC(=O)C(CCCCNC(=O)C(CCC(=O)NCCCC[C@H]2NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@@H](CC(=O)O)NC(=O)CNC(=O)[C@@H](CCCN/C(N)=N/[H])NC2=O)NC(=O)CCO[C@H](C(=O)OC2C[C@@]3(O)C(OC(=O)c4ccccc4)C4[C@]5(OC(C)=O)COC5C[C@H](O)[C@@]4(C)C(=O)[C@H](OC(C)=O)C(=C2C)C3(C)C)[C@@H](NC(=O)c2ccccc2)c2ccccc2)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](CC(=O)O)NC(=O)CNC1=O
101,18062,7,CC(C)C[C@@H]1NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)CC[C@@H](C(N)=O)NC(=O)[C@H](CCC(=O)O)NC1=O
102,18168,10,CC(O)[C@H]1NC(=O)[C@H](Cc2cnccn2)NC(=O)[C@@H](C(C)O)NC(=O)[C@@H](CCCCN)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](C)N)CSSC[C@@H](C(=O)O)NC(=O)[C@H](CO)NC1=O
103,18764,11,C=C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C
104,19254,13,CCC(C)C(NC(=O)C(NC(=O)C(CC(=O)O)NC(=O)C(CCC(N)=O)NC(=O)C(Cc1cnc[nH]1)NC(=O)C1CSSCC(N)C(=O)NC(C(C)O)C(=O)NC2CSSCC(NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(C(C)O)NC(=O)C(CCSC)NC(=O)C(CC(=O)O)NC(=O)C(CC(N)=O)NC2=O)C(=O)NC(CC(C)C)C(=O)NC(CC(N)=O)C(=O)NC(Cc2ccccc2)C(=O)N1)C(C)C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O
105,19656,14,NCCCC[C@@H]1NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H]2CSSC[C@@H](C(N)=O)NC(=O)[C@@H]3CSSC[C@H](NC(=O)[C@@H](N)CSSC[C@H](NC(=O)[C@H](Cc4c[nH]c5ccccc45)NC1=O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N3)C(=O)N[C@H](CC(N)=O)C(=O)N2
106,19764,9,CC(C)NCc1ccc(C[C@@H]2NC(=O)[C@H](Cc3c[nH]c4ccccc34)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](Cc3ccccc3)NC(=O)[C@@H](CCCCN)NC(=O)[C@H](NC(=O)[C@@H](N)Cc3ccc(O)cc3)CSSC[C@@H](C(N)=O)NC(=O)[C@H](CO)NC(=O)[C@@H]([C@@H](C)O)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H]([C@@H](C)O)NC2=O)cc1
107,19828,9,CC(C)NCc1ccc(C[C@@H]2NC(=O)[C@H](Cc3c[nH]c4ccccc34)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](Cc3ccccc3)NC(=O)[C@@H](CCCCN)NC(=O)[C@H](N)CSSC[C@@H](C(=O)O)N(C)C(=O)[C@H](CO)NC(=O)[C@@H]([C@@H](C)O)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H]([C@@H](C)O)NC2=O)cc1
108,19902,8,CCC(C)C1NC(=O)CNC(=O)C2Cc3c([nH]c4cc(O)ccc34)S(=O)CC(NC(=O)CNC1=O)C(=O)NC(CC(N)=O)C(=O)N1CC(O)CC1C(=O)NC(C(C)C(O)CO)C(=O)N2
109,19924,9,[H]/N=C(\N)NCCC[C@@H]1NC(=O)[C@@H](Cc2cnc[nH]2)NC(=O)[C@H](C)NC(=O)CNC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc2cccc3ccccc23)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(C)=O)[C@@H](C)CC)CSSC[C@@H](C(=O)N[C@H](C(=O)O)[C@@H](C)O)NC1=O
110,20061,9,CC(C)[C@@H]1NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](N)CSSC[C@@H](C(=O)NCC(N)=O)NC(=O)CNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](C)NC(=O)[C@H]([C@@H](C)O)NC1=O
111,20347,9,[H]/N=C(\N)NCCC[C@@H]1NC(=O)[C@@H](Cc2cnc[nH]2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)CNC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(C)=O)[C@@H](C)CC)CSSC[C@@H](C(=O)N[C@H](C(N)=O)[C@@H](C)O)NC1=O
112,20372,16,[H]/N=C(\N)NCCCC1NC(=O)C(CC(=O)O)NC(=O)C(C(C)C)NC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CCCCN)NC(=O)C(NC(=O)C(NC(=O)C(CO)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C2CSSCC(NC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(Cc3ccccc3)NC(=O)C3CCC(=O)N3)C(C)O)C(C)C)C(=O)NC(CO)C(=O)NC(C(C)C)C(=O)NC(CO)C(=O)NC(CCCCN)C(=O)NC(CCC(=O)O)C(=O)N2)C(C)C)CSSCC(C(=O)NC(CCSC)C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC2CSSCC(C(=O)NC(Cc3ccc(O)cc3)C(=O)NC(CCC(N)=O)C(=O)O)NC(=O)C(CCCN/C(N)=N/[H])NC2=O)NC(=O)C(CCCCN)NC(=O)CNC1=O
113,20414,11,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](C(C)C)C(=O)N1C
114,20592,9,CCCCC[C@H]1CC[C@@H](C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H]2C(=O)NCC(=O)N[C@@H](CCCN)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@H](CO)C(=O)N[C@@H]([C@H](C)CC(=O)O)C(=O)N[C@@H](CC(=O)c3ccccc3N)C(=O)O[C@@H]2C)CC1
115,20696,13,CCC(C)C(NC(=O)C(NC(=O)C(CC(=O)O)NC(=O)C(CCC(N)=O)NC(=O)C(Cc1c[nH]cn1)NC(=O)C1CSSCC(N)C(=O)NC(CO)C(=O)NC2CSSCC(NC(=O)C(CCC(=O)O)NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(C(C)O)NC(=O)C(CCSC)NC(=O)C(CC(=O)O)NC(=O)C(CCCCN)NC2=O)C(=O)NC(CC(C)C)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2ccccc2)C(=O)N1)C(C)C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O
116,21043,10,C[C@@H](O)C1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)C([C@@H](C)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)C(CC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)CCCCC[C@@H](C(=O)O)NC(=O)[C@H](CO)NC1=O
117,21199,8,Cc1c2oc3c(C)ccc(C(=O)N[C@@H]4C(=O)N[C@H](C(C)C)C(=O)N5CCC[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(=O)N[C@@H]2C(=O)N[C@H](C(C)C)C(=O)N3CCC[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]2C)c(N)c1=O
118,21300,9,[H]/N=C(\N)NCCC[C@@H]1NC(=O)[C@@H](Cc2cnc[nH]2)NC(=O)[C@H](C)NC(=O)CNC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(C)=O)[C@@H](C)CC)CSSC[C@@H](C(=O)N[C@H](C(=O)O)[C@@H](C)O)NC1=O
119,21350,12,CC(C)CCC[C@@H]1CC(=O)N[C@@H](CO)C(=O)N[C@H]([C@@H](O)C(N)=O)C(=O)N[C@@H](CO)C(=O)NCC(=O)N(C)[C@H](Cc2ccccc2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCCN)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](CC(N)=O)C(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)N[C@H](CCCN)C(=O)N(C)[C@@H](C(C)C)C(=O)O1
120,21413,11,[H]/N=C(\N)NCCC[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CO)NC(=O)[C@@H]2CSSC[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc3ccccc3)NC1=O)C(=O)N[C@@H](Cc1c[nH]c3ccccc13)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)NCC(=O)N[C@H](C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](CCCCNC(=O)CCCCCN1/C(=C\C=C\C=C\C3=[N+](CCCCS(=O)(=O)O)c4ccc(S(=O)(=O)[O-])cc4C3(C)CCCCS(=O)(=O)O)C(C)(C)c3cc(S(=O)(=O)O)ccc31)C(N)=O)[C@@H](C)O)[C@@H](C)O)CSSC[C@H](NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](C)NC(C)=O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N2
121,21461,9,[H]/N=C(\N)NCCC[C@@H]1NC(=O)[C@@H](Cc2cnc[nH]2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)CNC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]([C@@H](C)O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(C)=O)[C@@H](C)CC)CSSC[C@@H](C(=O)N[C@H](C(N)=O)[C@@H](C)O)NC1=O
122,22072,9,CC(C)NCc1ccc(C[C@H]2C(=O)N[C@H]([C@@H](C)O)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@H]([C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)O)CSSC[C@@H](NC(=O)[C@@H](N)Cc3ccc(O)cc3)C(=O)N[C@H](CCCCN)C(=O)N[C@H](Cc3ccccc3)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)N2C)cc1
123,22085,7,CC(C)C[C@@H]1NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)CC[C@@H](C(N)=O)NC(=O)[C@H](CCC(=O)O)NC1=O
124,22111,9,[H]/N=C(\N)NCCC[C@@H]1NC(=O)[C@@H](Cc2cnc[nH]2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)CNC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(C)=O)[C@@H](C)CC)CSSC[C@@H](C(=O)N[C@H](C(N)=O)[C@@H](C)O)NC1=O
125,22148,9,[H]/N=C(\N)NCCC[C@@H]1NC(=O)[C@@H](Cc2cnc[nH]2)NC(=O)[C@H](C)NC(=O)CNC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(C)=O)[C@@H](C)CC)CSSC[C@@H](C(=O)N[C@H](C(=O)O)[C@H](C)O)NC1=O
126,22246,9,CN[C@@H]1CSSC[C@@H](C(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H]([C@@H](C)O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]([C@@H](C)O)NC(=O)[C@H](Cc2ccc(CNC(C)C)cc2)NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](CCCCN)NC1=O
127,22387,8,C[C@H](N)C(=O)NCC(=O)N[C@@H]1CSSC[C@@H](C(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H]([C@@H](C)O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CCCCN)NC1=O
128,22606,14,[H]/N=C(\N)NCCC[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCN/C(N)=N/[H])NC(=O)[C@@H]2CSSC[C@H](N)C(=O)N[C@H]3CSSC[C@H](NC1=O)C(=O)N[C@H](C(N)=O)CSSC[C@H](NC(=O)[C@@H](CC(N)=O)NC3=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1c[nH]c3ccccc13)C(=O)N2
129,22673,10,CC(O)[C@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](C(C)O)NC(=O)[C@@H](CCCCN)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](C)N)CSSC[C@@H](C(=O)O)NC(=O)[C@H](CO)NC1=O
130,23013,9,CC(C)NCc1ccc(C[C@@H]2NC(=O)[C@H](Cc3c[nH]c4ccccc34)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](Cc3ccccc3)NC(=O)[C@@H](CCCCN)NC(=O)[C@H](NC(=O)[C@@H](N)Cc3ccc(O)cc3)CSSC[C@@H](C(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H]([C@@H](C)O)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H]([C@@H](C)O)NC2=O)cc1
131,23288,7,CC(C)[C@@H]1NC(=O)CNC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)CNC(=O)[C@H](C(O)c2ccc(O)cc2)NC(=O)CNC1=O
132,23302,9,[H]/N=C(\N)NCCC[C@@H]1NC(=O)[C@@H](Cc2cnc[nH]2)NC(=O)[C@H](C)NC(=O)CNC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc2ccc(OP(=O)(O)O)cc2)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(C)=O)[C@@H](C)CC)CSSC[C@@H](C(=O)N[C@H](C(N)=O)[C@@H](C)CC)NC1=O
133,23512,10,C[C@H](N)C(=O)NCC(=O)N[C@H]1CSSC[C@@H](C(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCCN)NC1=O
134,23529,8,[H]/N=C(\N)NCCC[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCN/C(N)=N/[H])NC(=O)[C@H](CCCN/C(N)=N/[H])NC(=O)c2ccc(F)cc2)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(N)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCN/C(N)=N/[H])C(=O)N[C@@H](CCCNC(N)=O)C(=O)N1)C(N)=O
135,23554,9,[H]/N=C(\N)NCCC[C@@H]1NC(=O)[C@@H](Cc2cnc[nH]2)NC(=O)[C@H](C)NC(=O)CNC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(C)=O)[C@@H](C)CC)CSSC[C@@H](C(=O)N[C@H](C(N)=O)[C@@H](C)O)NC1=O
136,23780,10,CC[C@H](C)[C@@H]1NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](CC(=O)O)NC(=O)CNC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC1=O
137,23783,12,[H]/N=C(\N)NCCC[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCN/C(N)=N/[H])NC(=O)[C@@H](N)CCCN/C(N)=N/[H])C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCN/C(N)=N/[H])C(=O)N[C@@H](CCCCN)C(=O)N[C@H]2CSSC[C@H](NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc3ccc(O)cc3)NC2=O)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCN/C(N)=N/[H])C(=O)N[C@@H](CCCCN)C(=O)N1)C(N)=O
138,24370,9,[H]/N=C(\N)NCCC[C@@H]1NC(=O)[C@@H](Cc2cnc[nH]2)NC(=O)[C@H](C)NC(=O)CNC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](C2CCc3ccccc32)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(C)=O)[C@@H](C)CC)CSSC[C@@H](C(=O)N[C@H](C(N)=O)[C@@H](C)O)NC1=O
139,24514,9,CC[C@H](C)[C@H](NC(C)=O)C(=O)N[C@H]1CSSC[C@@H](C(=O)N[C@H](C(N)=O)[C@@H](C)O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](Cc2c[nH]cn2)NC(=O)[C@H](C)NC(=O)CNC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@H](C(C)C)NC1=O
140,25000,13,[H]/N=C(\N)NCCC[C@@H]1NC(=O)[C@H](C)NC(=O)[C@@H]2CSSC[C@H](N)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc3cnc[nH]3)C(N)=O)NC(=O)[C@H](CCCN/C(N)=N/[H])NC1=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2
141,25084,9,CC(C)NCc1ccc(C[C@H]2C(=O)N[C@H]([C@@H](C)O)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@H]([C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)O)CSSC[C@@H](N)C(=O)N[C@H](CCCCN)C(=O)N[C@H](Cc3ccccc3)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)N2C)cc1
142,25824,7,NC(=O)COCC(=O)NCCOCCOCCOCCNC(=O)[C@@H]1CSCC(=O)N[C@@H](CCCCNC(=O)COCC(=O)NCCOCCOCCOCCOCCOCCNC(=O)CO/N=C\c2ccc([18F])cc2)C(=O)N[C@H]2CSSC[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC2=O)C(=O)N[C@@H](Cc2ccccc2)C(=O)N1
143,26016,8,CC(C)CCCCCCCCC[C@@H]1CC(=O)N[C@H]([C@@H](C)O)C(=O)N2CCC[C@@H]2C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H]([C@@H](O)C(=O)O)C(=O)N[C@@H](CO)C(=O)N2CC[C@H](O)[C@H]2C(=O)N[C@@H]([C@H](O)C(=O)O)C(=O)O1
144,26020,11,[H]/N=C(\N)NCCC[C@@H]1NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](NC(=O)CCCCCC)CSSC[C@@H](C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N2C[C@H](C(N)=O)NC(=O)[C@@H]2CCCN/C(N)=N/[H])NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](CCCN/C(N)=N/[H])NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](CCCC)NC1=O
145,26344,10,CC(O)[C@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](C(C)O)NC(=O)[C@@H](CCCCN)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](C)NC(=O)[C@@H](CC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](C)N)CSSC[C@@H](C(N)=O)NC(=O)[C@H](CO)NC1=O
